"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2","M4A5Cf 2","ah5Ghc 3"
"https://www.google.com/maps/place/Darling+Point+Restaurant/data=!4m7!3m6!1s0x3755bf3555841fc5:0x1b62effa268d5ff1!8m2!3d23.7383465!4d90.3727279!16s%2Fg%2F11c1wr581z!19sChIJxR-EVTW_VTcR8V-NJvrvYhs?authuser=0&hl=en&rclk=1","Darling Point Restaurant","3.8","(1,824)","·","৳200–400","Bangladeshi","·","","·","25/1","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noE9hoJ00EMGheAYjCDEar_AMuIl85r0XrPrjZCeI_2ME-3-ry7qcB7R1STs302rMHlXzHmO3zkH5UTGg_5nFUsRq4UFMA9a6EN9ei5WrDs7d_erC4UTnb_YVNvy0WZU1BbHh6x=w122-h92-k-no","Dine-in","·","Takeaway","",""
"https://www.google.com/maps/place/Vhorta+Bari+Restaurant/data=!4m7!3m6!1s0x3755b9eb018ff69f:0xa4cdf4a23b4522e4!8m2!3d23.7244503!4d90.3956651!16s%2Fg%2F11fklk940s!19sChIJn_aPAeu5VTcR5CJFO6L0zaQ?authuser=0&hl=en&rclk=1","Vhorta Bari Restaurant","4.0","(474)","·","৳1–400","Restaurant","·","","P9FW+Q7M, Zahir Raihan Rd","","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noVqFC7mloTrLQ99YwVXlwUmkz0IxIGf1H3NxQNzXR2ap15c5Fl6ZMn0-SpIG5yAGQ5yd5odd5V0ouIXRHB4wnHvbo1_DfESTQ2QR3ws3JtRPl1VAAIN_6E_dNqCpq3PGyrU1Cq=w163-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/Amania+Hotel+and+Restaurant/data=!4m7!3m6!1s0x3755b8e02b6f43bb:0x19c1cf52a6baa254!8m2!3d23.7159127!4d90.3959501!16s%2Fg%2F1hhwvjq4k!19sChIJu0NvK-C4VTcRVKK6plLPwRk?authuser=0&hl=en&rclk=1","Amania Hotel and Restaurant","4.0","(322)","·","৳200–400","Restaurant","·","","43 Chawk Circular Rd","","Open","⋅ Closes 12 AM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nplMjsoYu4JaMosII-hFSzF1iMYlLJ3zUMxmNlvGz6Y06LI08W2Fk5V1BuUHt325v9RB7e3IskUqjV6jwqVBXqOLU0gB8cUr1BYUtY3RuT6pz72TQJ-0zPMWdGidvOiRZI2RtIo=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Gala+Nights+Riverview+Restaurant/data=!4m7!3m6!1s0x3755bf5f8b8fb6e5:0xf48b4e46bb4dd3ad!8m2!3d23.7302455!4d90.357486!16s%2Fg%2F11kb2b4hgf!19sChIJ5baPi1-_VTcRrdNNu0ZOi_Q?authuser=0&hl=en&rclk=1","Gala Nights Riverview Restaurant","4.2","(25)","·","৳400–600","Restaurant","·","","At thr End of Jhawchar, Life Care Hospital Ghat ( aside Buriganga River, Road","","Open","⋅ Closes 12 AM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nojWtM7kwPvO-lHorTcoGjUjyeSaqjOjzCG-WFjW5dTspMUiae5dvqEMfAn91QD_BknmRZVFofmetYkZyhuvnbZGuYVWDo6vE7cfY6UXKJIR_A-e01ru6ikxMo8BHyEDrOljurO=w163-h92-k-no","Dine-in","·","Kerbside pickup","·","No-contact delivery"
"https://www.google.com/maps/place/Bokhari+Restaurant+-+Nazira+Bazar/data=!4m7!3m6!1s0x3755b8fc71a70e29:0x9ab833c08b920e93!8m2!3d23.7205021!4d90.4059754!16s%2Fg%2F11f3tx5g8v!19sChIJKQ6ncfy4VTcRkw6Si8AzuJo?authuser=0&hl=en&rclk=1","Bokhari Restaurant - Nazira Bazar","3.9","(1,840)","·","৳200–400","Bangladeshi","·","","71/A Kazi Alauddin Rd","","Open","⋅ Closes 12 AM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJE0bKJJ4eN_SEauMF1IFKi_-a-H5H8FKVRHiHXpXzlKv75zoc-mix0F44knFsS_ZuHsasaEGoIE0qLU4Mt2CWjtq8lNc_a_Y_hYJejhzXTH8YYVbHb-DLTkQhzympQ2ppP5Q5MA=w122-h92-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/Burger+dine/data=!4m7!3m6!1s0x3755b9d027bbba91:0x376a42ba4b62eae0!8m2!3d23.7245452!4d90.3890185!16s%2Fg%2F11p0xyxl4c!19sChIJkbq7J9C5VTcR4OpiS7pCajc?authuser=0&hl=en&rclk=1","Burger dine","4.5","(36)","·","৳1–200","Fast Food","·","","22/5 Dhakeshwari Rd","","","","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1If5v2IYpD6gxLdaHptdmgagn5J-ZbUOp71FkL9Nox1-L8UcV1QqtxvaGB33D0h3Sntf4J9sv9RzgyNM-W1l9LE5E5HXESArOE9Z8O6dx3X0mcbU4ABy28zJ2WM-F2rYdkYKEAQ=w122-h92-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/Green+Terrace/data=!4m7!3m6!1s0x3755b9000572182f:0xbcc6ac72ca881902!8m2!3d23.7181751!4d90.3865808!16s%2Fg%2F11xmj_80jl!19sChIJLxhyBQC5VTcRAhmIynKsxrw?authuser=0&hl=en&rclk=1","Green Terrace","3.8","(224)","·","৳200–400","Chinese","","","","","Open","⋅ Closes 11:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqMlHa0hVcYvghkcZQJdHlNqvY_0juWyVAY_QxtdIdYPJafkdFWs_ugTbesPs791CkSMGFBmInwtZQ0GDWyndy0c6Rd69hhWnmEywRGOgCbXBDbeszQUk36aTXtUfClwRtYszf3=w80-h106-k-no","Dine-in","","","",""
"https://www.google.com/maps/place/Lily+Park+Thai+and+Chinese+Restaurant/data=!4m7!3m6!1s0x3755b85285ac58b7:0xe95b8f82a7942ed1!8m2!3d23.717558!4d90.421493!16s%2Fg%2F119ty0pw6!19sChIJt1ishVK4VTcR0S6Up4KPW-k?authuser=0&hl=en&rclk=1","Lily Park Thai and Chinese Restaurant","3.9","(218)","·","$$","Chinese","·","","29/4 K.M. Das Lane, Hatkhola Road,Dhaka","","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrf1czg7F07m0ausGus_t9wKNsagDA0oNneuSJi1otGHsaEfOuxOAYkegCG8jGNea2zAeM-4mfiYVoI_DPffGD8AKklV91uP78bkXbg137CXoYGjaxYlTdFdfLE38DMAp-ygl0=w122-h92-k-no","Dine-in","·","Takeaway","",""
"https://www.google.com/maps/place/Shahjalal+cafe+and+restaurant/data=!4m7!3m6!1s0x3755b9003967de07:0x7f303aa4b873c396!8m2!3d23.7240298!4d90.3828314!16s%2Fg%2F11wj0b7x11!19sChIJB95nOQC5VTcRlsNzuKQ6MH8?authuser=0&hl=en&rclk=1","Shahjalal cafe and restaurant","4.4","(5)","","","Restaurant","·","","24 Azimpur Rd","","Closed","⋅ Opens 7 AM Fri","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqefvmdv5B3hYYEXDxBReF0UXFRM0Idr043ew7YBhcCiOUbcKQgmWSFUAannNSflrSp5w-tteR5x17F5KXKfpT4FeAA_tkqaNsa3x7uIKJhlZB4HjwLsd0sgfr8G4Fgw0JAWbQw7g=w80-h106-k-no","Dine-in","","","",""
"https://www.google.com/maps/place/Dhaka+Biriyani+House+and+Restaurant/data=!4m7!3m6!1s0x3755b9d27f28da7b:0x9ae34627fd7a7046!8m2!3d23.7192628!4d90.4069408!16s%2Fg%2F11s7tqrym8!19sChIJe9oof9K5VTcRRnB6_SdG45o?authuser=0&hl=en&rclk=1","Dhaka Biriyani House and Restaurant","4.0","(3)","","","Indian","·","","11/D Kazi Alauddin Rd","","","","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqjBfm_s_9T_I9On0gXrb7MhKcAd3kGNrCotxrXTmUYjbrIXofD7B4gZeq2zBU7ZvFPLe4Dgli5r-W33f3YgmGOGRljj4ga1CRsrs_hWF4NXGTh_vPqCD5M_Vi-tib1yXw6o9OXwA=w122-h92-k-no","Dine-in","·","Takeaway","",""
"https://www.google.com/maps/place/Zaitoon+Biriyani+House/data=!4m7!3m6!1s0x3755b9a587e89fa9:0x9a5f9eaee4ef0111!8m2!3d23.722898!4d90.3773267!16s%2Fg%2F11kxs96zvr!19sChIJqZ_oh6W5VTcREQHv5K6eX5o?authuser=0&hl=en&rclk=1","Zaitoon Biriyani House","3.8","(1,832)","·","৳200–400","Biryani","·","","23 Nawabganj Rd","","Open","⋅ Closes 11:58 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npyCBI4e5s-KNSDu8ushqZJD3U1TjQ3dT7V74KjDfobrkMCl1Mgna2PGpxGwhcSNB1gKkN9CJ-fMFjTixJFWZhxAgit0jI-UKZASUOiphhKbvMvqfiQDyjSME1tjpw3DqipHSyBqQ=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Dhaka+Restora/data=!4m7!3m6!1s0x3755b8e5d3779e6f:0xb4a78f32beda8c0a!8m2!3d23.724163!4d90.3987496!16s%2Fg%2F11hb6t_6q4!19sChIJb5530-W4VTcRCozavjKPp7Q?authuser=0&hl=en&rclk=1","Dhaka Restora","3.2","(5)","","","Bangladeshi","·","","Shop- 80, D.C.C Road/Side Market, Chankarpool","","Open","⋅ Closes 11:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noSJQcZxom07R3s97YufpawWbFouJjOJwzBIVini34nRh5s0OrQ-tJkNRbcncKCm3fbIQyxf9pw9wnx5oBOPUqQWefQ6wrXN5LwuZAEespssNC12G_2a0L6E32g5Ytkk5qtI8A=w80-h106-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/%E0%A6%87%E0%A6%B8%E0%A6%AE%E0%A6%BE%E0%A6%87%E0%A6%B2+%E0%A6%AC%E0%A6%BF%E0%A6%B0%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%A8%E0%A7%80+%E0%A6%B9%E0%A6%BE%E0%A6%89%E0%A6%9C/data=!4m7!3m6!1s0x3755b90025cfbf43:0x591fa10e0a099a72!8m2!3d23.7245163!4d90.3970917!16s%2Fg%2F11lyd9b95d!19sChIJQ7_PJQC5VTcRcpoJCg6hH1k?authuser=0&hl=en&rclk=1","ইসমাইল বিরিয়ানী হাউজ","5.0","(1)","","","Biryani","·","","18 Zahir Raihan Rd","","","","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEfkRW3w1-Pwtgad7K2GRkBOkxBuf26bXkUpjoEINWUUyGHBW01k7z1UnvJTxsgPuNWZBNFp_okhYT2F1JeOA0101lOUuk3Hj4Port-wtTmUDTfacOH4Y6RX-FjzooGV6lEB2KbjymNKuos8hoaOBSY4GuWQezgnvbnIURt9q5Yc_fc6Xz1ELcSNw=w125-h92-k-no","Dine-in","·","Takeaway","",""
"https://www.google.com/maps/place/Sultani+Vojj+Restaurant/data=!4m7!3m6!1s0x3755b8c5daf60457:0xb7629c41ee865716!8m2!3d23.7323189!4d90.3860001!16s%2Fg%2F11hbfkpgtd!19sChIJVwT22sW4VTcRFleG7kGcYrc?authuser=0&hl=en&rclk=1","Sultani Vojj Restaurant","3.7","(205)","·","$$","Restaurant","·","","P9JP+WCC","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nruvMB62VJe01AgcosLPyWrH2q2Yc2kcsDZz6c-1DlwjShD4hMbz1Rzdqb7_tGFGUajJhEt9OXo1JuYlAMtw_C0G1Ycfx6PbwDHry-L23BhHiqKcG5G4tTGBQie0kAd0UXxrttL=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/%E0%A6%AC%E0%A6%BE%E0%A6%98%E0%A6%BE+%E0%A6%AE%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%B0+%E0%A6%AA%E0%A7%8B%E0%A6%B2%E0%A6%BE%E0%A6%93/data=!4m7!3m6!1s0x3755b90010d450f5:0xd4d4d8030f1d5cf9!8m2!3d23.7219446!4d90.3768733!16s%2Fg%2F11wq7sqn8j!19sChIJ9VDUEAC5VTcR-VwdDwPY1NQ?authuser=0&hl=en&rclk=1","বাঘা মামার পোলাও","5.0","(1)","","","Rice restaurant","·","","26/3 Nowbgonj Lane, P.O: Posta","","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png","Dine-in","","","",""
"https://www.google.com/maps/place/Red+Smoke+Restaurant/data=!4m7!3m6!1s0x3755bf40d37a5d3d:0x90f2938e104c5a7a!8m2!3d23.7414799!4d90.3608212!16s%2Fg%2F11bvt33bd_!19sChIJPV1600C_VTcRelpMEI6T8pA?authuser=0&hl=en&rclk=1","Red Smoke Restaurant","3.7","(178)","·","$$","Restaurant","·","","সদরঘাট - গাবতলি সড়ক","","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npWClqykyU18H5j7wVYyRwgeDzaTActZKk3JEZ-swrJ0FyDqgIYYsJ97VzGSIKg6sa61OYxL2Qc85-Mg2E5EtQ4AePiV3KJKATXsS6cesfTCqvZYTr7LODHTQ9DXdshrHdWWV15tA=w124-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/Dark+House+Restaurant/data=!4m7!3m6!1s0x3755b97fbfe21f45:0xc410c723ab57230f!8m2!3d23.7198712!4d90.3883379!16s%2Fg%2F11gb3z6kg0!19sChIJRR_iv3-5VTcRDyNXqyPHEMQ?authuser=0&hl=en&rclk=1","Dark House Restaurant","3.8","(156)","·","৳200–400","Chinese","·","","32, 34 ka Lalbagh Rd","","Open","⋅ Closes 11:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np0XjpuMcNJxVgIzTCTPP5mFlB4GKBlNARWBdc_vfxIBCzVE0Q480Dn_aWf4m0Qzt5o1e3iqsn40KLEI3wqNBEjB6_gT7yWWWNDuc6tY5FjJWlbQVBnKM7iVYYQCBDzt2kUFgDs=w122-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/The+Dhaka+Indian+%26+Continental/data=!4m7!3m6!1s0x3755b9e287e0ccbd:0x2b1b9a31ae56e076!8m2!3d23.7374746!4d90.3774177!16s%2Fg%2F11t313mjvj!19sChIJvczgh-K5VTcRduBWrjGaGys?authuser=0&hl=en&rclk=1","The Dhaka Indian & Continental","4.0","(5)","·","৳200–400","Indian","·","","Shimanto Shomvar Level#9, Shop#9009 Dhanmondi 2","","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/p/AF1QipN652XtSOx4gZBZhAH5pOq_xdR_AZdHrmh6BKmO=w80-h100-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Appayan+hotel+%26+restaurant/data=!4m7!3m6!1s0x3755bfd518d14bab:0xdaac8df701cfec85!8m2!3d23.7436946!4d90.3718807!16s%2Fg%2F11h3c0l4jr!19sChIJq0vRGNW_VTcRhezPAfeNrNo?authuser=0&hl=en&rclk=1","Appayan hotel & restaurant","3.8","(72)","·","৳1–200","Restaurant","·","","Dhanmondi Delight, 86 Rd No. 8A","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npMMNOpZdOcJGI3muVRrNoF5KcLqB_WYUaFoVtwi6ykCnBpXHEBK4krohRmsPL8Cl90ip5AZ3TkrN73Bw2h-p4FR_G8KHzBqKNkN_jIlMN4f9VgMnw5JSiN_vEX3-RVp-sd4igd=w80-h106-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Water+Garden+Restaurant+%26+Convention+Hall/data=!4m7!3m6!1s0x3755b927b1a76025:0xf80878b5cc9a32b3!8m2!3d23.7199892!4d90.3869781!16s%2Fg%2F11j3rnjvrh!19sChIJJWCnsSe5VTcRszKazLV4CPg?authuser=0&hl=en&rclk=1","Water Garden Restaurant & Convention Hall","3.9","(149)","","","Restaurant","·","","50 Lalbagh Rd","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no09ESDkJv8GRtGZltGPT9xU9KE92nXhI97QU5AXmwKyj72KwaUHILd2z6yltWpOEnpJwW3E4Ws2aUOfoaqFLrp5NZSNLv8b68KCiJQUCYn8HmAGZU5ivHYXZ9SIEsrxUTfHMdK=w122-h92-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/Rowson+Hotel+%26+Restaurant+~+Kaptan+Bazar/data=!4m7!3m6!1s0x3755b8566fd4c673:0x684bc6524e9fb07a!8m2!3d23.7217901!4d90.4141229!16s%2Fg%2F11gjv71vhm!19sChIJc8bUb1a4VTcRerCfTlLGS2g?authuser=0&hl=en&rclk=1","Rowson Hotel & Restaurant ~ Kaptan Bazar","4.2","(9)","","","Bangladeshi","·","","64 Kaptan Bazar","","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nox5-Bn9olLNrI09R_l6TOlxbE_BmJiIFV2LWUMO8Qe_DsK8I4Ti3yhHrJ6NoE82tUsVlTIzMCT12phPVvWetNxDM77LaEYcE7akPLDPazq47VGVZ_wjBjxGvQpjV0fg6YzLb79_Q=w80-h142-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/Mitali+Hotel+%26+Restaurant/data=!4m7!3m6!1s0x3755b8e4510e7c4b:0x1f9d17d9698b4823!8m2!3d23.7235747!4d90.4003384!16s%2Fg%2F1tfjtmwg!19sChIJS3wOUeS4VTcRI0iLadkXnR8?authuser=0&hl=en&rclk=1","Mitali Hotel & Restaurant","3.7","(308)","·","৳1–200","Restaurant","·","","·","78/A Nazimuddin Rd","Open","⋅ Closes 3 AM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npU70FgkT-VwuXLu8bXNj8XnmsLrXcAiT-KouEcouvWxs4TFO2q9p6ZJLTu0wY_rdabROWUYOCZteHBjgzYceTlu1Cu5ORowu4bMMBTXj0D4BKfEpEvh_MBa8jZ7QDvaOg9ytDA=w200-h92-k-no","Dine-in","·","Drive-through","",""
"https://www.google.com/maps/place/Fokruddin+Restaurant/data=!4m7!3m6!1s0x3755b8b7c11ef5c5:0xc3950f7eac67d8a0!8m2!3d23.7403004!4d90.3828675!16s%2Fg%2F11g021hkvh!19sChIJxfUewbe4VTcRoNhnrH4PlcM?authuser=0&hl=en&rclk=1","Fokruddin Restaurant","3.8","(548)","·","৳200–400","Bangladeshi","·","","House No-03, 4th Floor, Happy Arcade, Road No-03, Dhanmondi","","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJPLXqKgBBdMqrAtlAfIuKCXkQjb_3Bpx1dlZU3EXbgViScmHGCuziVGNQbORavixsUH_R_aEP07tUqk8egooZZ5BASH1XnF7-eAqL3-4qq4SoLLxuKxjrZ3niQJbbf9_6PQvc=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Kutub%27s+restaurant/data=!4m7!3m6!1s0x3755b9004aab67c7:0x7f2b0c0ff0b527e9!8m2!3d23.7188614!4d90.3912404!16s%2Fg%2F11yb7lfcg8!19sChIJx2erSgC5VTcR6Se18A8MK38?authuser=0&hl=en&rclk=1","Kutub's restaurant","4.3","(8)","","","Asian","·","","80 Haranath Ghosh Rd","","","","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqNKWQfL0RGdDclIP4v0-6W5hsJ5vsWk3uTB1J8eMJW3YGJDoSVZsL6McwOS9BcEb3mtLOH_ld-3WK-dPN9KYNnS2Ft0zhZM7sMmxhVMfRZvDYTa18hqrqwOelbnhNwfEFH2Sm9Ug=w80-h106-k-no","Dine-in","","","",""
"https://www.google.com/maps/place/Cafe+Gawsia+Hotel+%26+Restaurant/data=!4m7!3m6!1s0x3755bf006d6f32a3:0xac51f5e498902656!8m2!3d23.7435687!4d90.3703691!16s%2Fg%2F11xfkpjfrs!19sChIJozJvbQC_VTcRViaQmOT1Uaw?authuser=0&hl=en&rclk=1","Cafe Gawsia Hotel & Restaurant","3.8","(6)","","","Restaurant","·","","319 Rd 8/A","","","","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npEqg9dWQHYs4HkID1dPVwhDFQPX_xbRkB75f8RHGyjWCY7sOyRqlSCYgfT0p_yZPWf1awaXNLsaRozKBJUIza5DmUrYKMo-JyZ16zONlQvDxMIQa6ijiuWdvMQ9NrRx_souiXym1NjZjsH=w122-h92-k-no","""The food is fresh, flavorful, and served hot.""","","","",""
"https://www.google.com/maps/place/RED+DOUGH+~+WARI/data=!4m7!3m6!1s0x3755b9002aa26bd5:0x151c5f0e4d6f9b32!8m2!3d23.7169825!4d90.4164011!16s%2Fg%2F11w_v4vjlw!19sChIJ1WuiKgC5VTcRMptvTQ5fHBU?authuser=0&hl=en&rclk=1","RED DOUGH ~ WARI","4.4","(11)","","","Restaurant","·","","2/6/A, Nabab Street, Rankin St","","Open","⋅ Closes 11:30 PM","https://lh3.googleusercontent.com/p/AF1QipP_PXor-w7Fy-yVF0r-ABGSLwlfWj0JjB2vHDeI=w80-h106-k-no","Dine-in","·","Kerbside pickup","·","No-contact delivery"
"https://www.google.com/maps/place/manin+plus+chinese+restaurant/data=!4m7!3m6!1s0x3755b8e40c54ea1f:0x72528872dcc9652b!8m2!3d23.7223576!4d90.3999546!16s%2Fg%2F11gd39mg21!19sChIJH-pUDOS4VTcRK2XJ3HKIUnI?authuser=0&hl=en&rclk=1","manin plus chinese restaurant","3.8","(94)","·","৳200–400","Restaurant","·","","61 Nazimuddin Rd","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9Ik90BzyiLGdCNTCKFpZyjwuDG8GHkAGQKYcxCebz4g9rzJYmht2Bs8WkaAZ0Fi5oGGJEqSA7sBmlMR0NOmryrnC9qBX-eHAJX3OJ19Ho4CGGM1QofbAioUl6DOLIlk02qKvr6g=w163-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Chef+Taef+~+Wari/data=!4m7!3m6!1s0x3755b99dbcc271d1:0x5b58f4bfff88c760!8m2!3d23.7196193!4d90.4165202!16s%2Fg%2F11qzc8vyry!19sChIJ0XHCvJ25VTcRYMeI_7_0WFs?authuser=0&hl=en&rclk=1","Chef Taef ~ Wari","3.9","(262)","","","Fast Food","·","","14/A Rankin St","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4notf0prPog-MtIqPONu_ll7eXDxFy5yIDfXiGhklBBVfeTKtai2u5fnPQ_nclMRMm6R4aIvVnlRUfbNa2tScxcv56v0EKCDQ0UZZmDL3rO-zponYiU9bKYF8sMqkn8Kzq2zGdEo=w122-h92-k-no","Dine-in","·","Takeaway","",""
"https://www.google.com/maps/place/FEAST+Restaurant/data=!4m7!3m6!1s0x3755b8f68bbfc071:0xf6c219896a142719!8m2!3d23.7317768!4d90.4099455!16s%2Fg%2F11gds511qf!19sChIJccC_i_a4VTcRGScUaokZwvY?authuser=0&hl=en&rclk=1","FEAST Restaurant","4.3","(65)","","","Restaurant","·","","FARS Hotel Resort, Akram Center, 212 Shahid Nazrul Islam Rd","","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npnqFwJ8ubBSqDAWvJkXAUGG1bhREvJL0JitKYRGJ4euzFRpmBCjArXyrKZ2gp6iv8-sJu8Clqm-iXY76vxWhnbgYSdenSblT3jjFup73QzVPgITU9uAmYvzKpDvGY0RpVJjxgs=w122-h92-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/Buffet+Palace+by+Minu%27s+Kitchen/data=!4m7!3m6!1s0x3755b9ee09e7bd15:0x24d85e65ca91d1c!8m2!3d23.7388897!4d90.3753872!16s%2Fg%2F11j37xf12y!19sChIJFb3nCe65VTcRHB2pXOaFTQI?authuser=0&hl=en&rclk=1","Buffet Palace by Minu's Kitchen","3.4","(93)","·","৳600–800","Restaurant","·","","·","Green Akshay Plaza 3rd floor, plot No, 146/G Jigatala Bus Stand","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/p/AF1QipNm6af8-61g-68pAQE7h01EB0vGNCljbKl-ehrA=w122-h92-k-no","Dine-in","·","Kerbside pickup","·","Delivery"
"https://www.google.com/maps/place/CowBoy+Kitchen+~+Wari/data=!4m7!3m6!1s0x3755b90296290a01:0xe96baf3a544f94af!8m2!3d23.7169561!4d90.4200297!16s%2Fg%2F11kypc6vk6!19sChIJAQoplgK5VTcRr5RPVDqva-k?authuser=0&hl=en&rclk=1","CowBoy Kitchen ~ Wari","3.8","(170)","·","$$","Restaurant","·","","1, Salauddin Bhaban, 44/A, Shop, 3 Hatkhola Rd","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvbsp0fZcbNtLtRfKp9b0p8bQ0xF6Uc8yncGhMaBF9rBVnyo30M-LWts6TrgromlL3445PLR0a5MVrJkN-Z5_9aa42GJ0iQx7-G6XT52U4Vz7uwGLsfJ19fL26LRbr44P-_C5T=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Sohagi+Hotel+%26+Restaurant/data=!4m7!3m6!1s0x3755b8fea7e19ae5:0x43067861e3f0e9e7!8m2!3d23.7203436!4d90.4078637!16s%2Fg%2F11f796809f!19sChIJ5Zrhp_64VTcR5-nw42F4BkM?authuser=0&hl=en&rclk=1","Sohagi Hotel & Restaurant","3.5","(2)","","","Restaurant","·","","98 Haji Osman Gani Rd","","Open","⋅ Closes 12 AM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nolJr3LNi5c3uj783sPPSEwkwFkwtG8X_TvL8w-sh3aYLddPB9IeqhmZyfuqGA7aywoCtC1kuCmsZ4uCAFBmL-hgzWhv1KXu_uID05duO1Lvz-04tW7s7YwqI1qlHrFeo9EviM=w122-h92-k-no","Dine-in","·","Takeaway","",""
"https://www.google.com/maps/place/Bangla+Hotel+And+Restaurant/data=!4m7!3m6!1s0x3755bfbf47cd94a7:0x9e28b5a0f23097fb!8m2!3d23.7417795!4d90.3665597!16s%2Fg%2F11l66dlj66!19sChIJp5TNR7-_VTcR-5cw8qC1KJ4?authuser=0&hl=en&rclk=1","Bangla Hotel And Restaurant","3.3","(29)","·","৳1–200","Restaurant","·","","P9R8+PJ7, Sher-E-Bangla Rd","","Open now","","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nowQiskpl14EG4CIu8AsqXOFNX1R48g02yY6tYFL4N2yEuELVvZV7v09a97sIsTFIY0EAXIG9Y1jQlx70fmVv_wORhSal_xNOHLZUV5zdijwOR5wmaUp-ZSy8yyivD4TytdIEMTUg=w163-h92-k-no","Dine-in","·","Drive-through","",""
